OBJECTID,CELL_ID,DECLINATION,ANNUAL_DRIFT,INCLINATION,DEC_MILS,DEC_DEGMINSEC,LAT,LON,PUBLICDISPLAY,DATAACCESS,UNITCODE,UNITNAME,REGIONCODE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,NOTES,GlobalID,COUNTY,QUADNAME,ROAD,PARKDISTRICT,STATE,TRAIL,X_COORD,Y_COORD,ELEVATION,ZACCURACY,LOC_NAME,VALID_RESULT,x,y
14,216041,-6.18921367994353,-0.0552946816013957,63.6353802764427,110.0306029593,06° 00' 25.94"""" W,35.7187506330001,-83.468749448,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,b0067214-690f-40a3-9cb6-48cdc738038b,Sevier,MOUNT LE CONTE,Roaring Fork Motor Nature Trail,,Tennessee,Little Dudley Concession Horse Trail,276687.939263399,3955564.23925251,,>=1m and <5m,Needs a Location Name,Accepted,-83.468749448,35.7187506330001
15,216043,-6.23147016605597,-0.0549787733250091,63.6286928647004,110.78183031811,06° 03' 03.07"""" W,35.7187506240001,-83.406249433,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,81f06ca0-3358-4f2a-b49c-c2af4c7cb8d5,Sevier,MOUNT LE CONTE,Greenbrier Unpaved Road,,Tennessee,Grapeyard Ridge Trail,282342.492238223,3955423.71315244,,>=1m and <5m,Needs a Location Name,Accepted,-83.406249433,35.7187506240001
16,215745,-6.27368074720836,-0.0546618688876417,63.6219476079812,111.532241587721,06° 05' 40.05"""" W,35.7187506390001,-83.343749439,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,0076e7ab-6bde-484a-b470-773513a914f5,Sevier,MOUNT GUYOT,Ramsey Cascades Trailhead Parking,,Tennessee,Ramsey Cascades Trail,287996.960316122,3955286.799203,,>=1m and <5m,Needs a Location Name,Accepted,-83.343749439,35.7187506390001
17,215747,-6.31584485634328,-0.0543439709999238,63.6151445148481,112.2818266871,06° 08' 16.87"""" W,35.7187506430001,-83.281249492,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,c6102b25-0b0d-476c-a8e6-3d0d49a66b2a,Sevier,MOUNT GUYOT,Ramsey Cascades Trailhead Parking,,Tennessee,Maddron Bald Trail,293651.343200202,3955153.49308639,,>=1m and <5m,Needs a Location Name,Accepted,-83.281249492,35.7187506430001
18,202697,-6.35796203572598,-0.0540250813855527,63.6082836178656,113.030577478729,06° 10' 53.54"""" W,35.7187506490001,-83.218749467,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,97f452e0-2bda-4cec-93c7-c38086ea0452,Haywood,LUFTEE KNOB,Cosby Campground Road B,,North Carolina,Camel Gap Trail,299305.654385316,3955023.79550776,,>=1m and <5m,Needs a Location Name,Accepted,-83.218749467,35.7187506490001
19,202699,-6.40003167053397,-0.0537052031270937,63.6013649489573,113.778483032419,06° 13' 30.04"""" W,35.7187506380001,-83.156249467,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,69354186-26fd-4974-acfd-b6d3a59ae4f5,Haywood,LUFTEE KNOB,Big Creek Campground Loop Road,,North Carolina,Big Creek Trail,304959.886658001,3954897.70411735,,>=1m and <5m,Needs a Location Name,Accepted,-83.156249467,35.7187506380001
20,143781,-6.44205322989091,-0.0533843386134389,63.5943885479286,114.525533910355,06° 16' 06.39"""" W,35.718750615,-83.093749477,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,d88d9f25-74dd-4b7f-abf2-18249df04160,Haywood,COVE CREEK GAP,Old Cataloochee Turnpike,,North Carolina,Baxter Creek Trail,310614.043542994,3954775.21898913,,>=1m and <5m,Needs a Location Name,Accepted,-83.093749477,35.718750615
21,122280,-5.88391092229967,-0.0577925467960676,63.6289289445678,104.602991594459,05° 41' 27.14"""" W,35.656250636,-83.906249502,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,96329c8a-faeb-4dde-a430-d51c617a55b6,Blount,BLOCKHOUSE,Foothills Parkway Section 8g,,Tennessee,Gold Mine Trail,236898.189599341,3949714.35004395,,>=1m and <5m,Needs a Location Name,Accepted,-83.906249502,35.656250636
22,191278,-5.92644702393369,-0.0574846917599028,63.6226473823905,105.359189902088,05° 44' 05.17"""" W,35.6562506500001,-83.8437494039999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1bfbb2a7-215f-4e5c-8f3d-6e339f2dcec5,Blount,KINZEL SPRINGS,Rich Mountain Road,,Tennessee,Ace Gap Trail,242557.819416196,3949548.66750255,,>=1m and <5m,Needs a Location Name,Accepted,-83.8437494039999,35.6562506500001
23,191280,-5.96894115770555,-0.0571758246678886,63.6163076678618,106.114642113458,05° 46' 43.07"""" W,35.656250646,-83.781249443,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,e5500b84-aba7-414d-9235-eb62828818e0,Blount,KINZEL SPRINGS,Rich Mountain Road Parking Area,,Tennessee,Rich Mountain Trail,248217.337954498,3949386.59388816,,>=1m and <5m,Needs a Location Name,Accepted,-83.781249443,35.656250646
24,277198,-6.01139288439392,-0.0568659466963193,63.6099098436479,106.869340420178,05° 49' 20.82"""" W,35.6562506610001,-83.7187494619999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,aa6c6f2d-b9e8-4ce0-98c2-d0f32a55869c,Blount,WEAR COVE,Laurel Creek Pullout Parking @ Milepost 1.09,,Tennessee,Chestnut Top Trail,253876.761710916,3949228.13231217,,>=1m and <5m,Needs a Location Name,Accepted,-83.7187494619999,35.6562506610001
25,277200,-6.05380164378344,-0.0565550602695843,63.6034539018761,107.623274862853,05° 51' 58.44"""" W,35.6562506500001,-83.656249467,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,719676db-1b6a-407f-b100-8a9e7df0a556,Sevier,WEAR COVE,Little River Gorge Road,,Tennessee,Meigs Creek Trail,259536.092165842,3949073.27723629,,>=1m and <5m,Needs a Location Name,Accepted,-83.656249467,35.6562506500001
26,167246,-6.09616687940344,-0.0562431675288471,63.5969398961765,108.376435548658,05° 54' 35.91"""" W,35.6562506400001,-83.5937494739999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,5017d146-7c06-464c-8c5a-b4cf368ee4ec,Sevier,GATLINBURG,Elkmont Road,,Tennessee,Meigs Mountain Trail,265195.330118549,3948922.03114602,,>=1m and <5m,Needs a Location Name,Accepted,-83.5937494739999,35.6562506400001
27,167248,-6.13848806976605,-0.0559302703281084,63.5903678894166,109.128813206687,05° 57' 13.23"""" W,35.656250674,-83.5312494519999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,b7ab24fb-c3c5-4ad9-b253-b10644c264e4,Sevier,GATLINBURG,Newfound Gap Road North,,Tennessee,Huskey Gap Trail,270854.480662753,3948774.39820122,,>=1m and <5m,Needs a Location Name,Accepted,-83.5312494519999,35.656250674
28,216042,-6.18076461929211,-0.0556163717261415,63.5837378298926,109.880397248851,05° 59' 50.40"""" W,35.6562506450001,-83.468749451,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,88f73790-b57d-4d46-a57c-029a172da2a5,Sevier,MOUNT LE CONTE,Newfound Gap Road North,,Tennessee,Bullhead Trail,276513.541128108,3948630.36612457,,>=1m and <5m,Needs a Location Name,Accepted,-83.468749451,35.6562506450001
29,216044,-6.22299602040811,-0.0553014733066131,63.5770498304206,110.631178651611,06° 02' 27.43"""" W,35.6562506550001,-83.406249434,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,8a1d2957-59c0-4c54-93aa-f337a72f561e,Sevier,MOUNT LE CONTE,Newfound Gap Road North,,Tennessee,Porters Creek Trail,282172.517320591,3948489.94563425,,>=1m and <5m,Needs a Location Name,Accepted,-83.406249434,35.6562506550001
30,215746,-6.26518167481684,-0.0549855780450321,63.5703038801816,111.381146778559,06° 05' 04.30"""" W,35.656250642,-83.343749467,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,062481b4-75f1-409c-adbf-920b0f7a869a,Swain,MOUNT GUYOT,Ramsey Cascades Trailhead Parking,,North Carolina,Appalachian Trail,287831.405257831,3948353.12949776,,>=1m and <5m,Needs a Location Name,Accepted,-83.343749467,35.656250642
31,215748,-6.30732107523798,-0.0546686878377876,63.5635000448937,112.130292611366,06° 07' 41.02"""" W,35.6562506500001,-83.281249504,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,c0b03305-f745-49ae-9c4c-c14bc23dc46d,Swain,MOUNT GUYOT,Straight Fork Road,,North Carolina,Appalachian Trail,293490.211389464,3948219.92200446,,>=1m and <5m,Needs a Location Name,Accepted,-83.281249504,35.6562506500001
32,202698,-6.34941372033734,-0.0543508048275525,63.5566383375532,112.878607237413,06° 10' 17.58"""" W,35.6562506610001,-83.2187494789999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,09e99a48-221d-439c-84e0-8b478f1e1a8a,Swain,LUFTEE KNOB,Beech Gap Trailhead Parking #2,,North Carolina,Balsam Mountain Trail,299148.94380843,3948090.32054796,,>=1m and <5m,Needs a Location Name,Accepted,-83.2187494789999,35.6562506610001
33,202700,-6.39145901033396,-0.0540319319731215,63.5497187814352,113.626079993915,06° 12' 53.99"""" W,35.6562506490001,-83.156249472,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,d61cd39b-d84c-4ec9-8917-fb10d4224c6c,Haywood,LUFTEE KNOB,Balsam Mountain Road ,,North Carolina,Mount Sterling Ridge Trail,304807.597374947,3947964.32195274,,>=1m and <5m,Needs a Location Name,Accepted,-83.156249472,35.6562506490001
34,143782,-6.43345639228792,-0.0537120716806823,63.542741442688,114.372701050816,06° 15' 30.23"""" W,35.656250646,-83.093749507,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,a1875105-7e94-486e-b918-700b47c27561,Haywood,COVE CREEK GAP,Old Cataloochee Turnpike,,North Carolina,Little Cataloochee Trail,310466.172164661,3947841.92936379,,>=1m and <5m,Needs a Location Name,Accepted,-83.093749507,35.656250646
35,143784,-6.47540539482911,-0.0533912259180607,63.5357063451633,115.118462028193,06° 18' 06.31"""" W,35.6562506490001,-83.031249481,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,d77a3b05-f3bf-4e72-b2fd-d598db52e0bb,Haywood,COVE CREEK GAP,Old Cataloochee Turnpike,,North Carolina,Cataloochee Divide Trail,316124.679662509,3947723.14181296,,>=1m and <5m,Needs a Location Name,Accepted,-83.031249481,35.6562506490001
36,130493,-5.83310626631105,-0.0584119630121838,63.5834628560415,103.699796581225,05° 38' 14.38"""" W,35.5937506130001,-83.9687496019999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,7c42e60c-13a0-4f91-96ee-fbd53bd3c27b,Blount,CALDERWOOD,Foothills Parkway Southwest Parking #2,,Tennessee,Rabbit Creek Trail,231028.973533644,3942948.89786521,,>=1m and <5m,Needs a Location Name,Accepted,-83.9687496019999,35.5937506130001
37,130495,-5.87565719270418,-0.0581061401800187,63.5772394508361,104.456258440456,05° 40' 52.44"""" W,35.5937506110001,-83.906249525,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1edc23e3-35fc-41be-aeaf-fbb7597a84e8,Blount,CALDERWOOD,Abrams Creek Campground Road,,Tennessee,Rabbit Creek Trail,236693.124025459,3942779.72789207,,>=1m and <5m,Needs a Location Name,Accepted,-83.906249525,35.5937506110001
38,130261,-5.91816700290167,-0.0577993014831293,63.5709578064585,105.211989344185,05° 43' 30.36"""" W,35.593750621,-83.843749415,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,a514f719-3c8f-4293-bcbb-aae2810e6be8,Blount,CADES COVE,Cades Cove Loop Road,,Tennessee,Elijah Oliver Cabin Access Trail,242357.175840388,3942614.16766707,,>=1m and <5m,Needs a Location Name,Accepted,-83.843749415,35.593750621
39,130263,-5.96062706465873,-0.0574915087591221,63.5646189390403,105.96683583009,05° 46' 08.12"""" W,35.5937503800001,-83.781261119,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,a43c978f-3375-45d3-9b94-b5ca51a1389c,Blount,CADES COVE,Cades Cove Loop Road,,Tennessee,Cades Cove Horse Trail,248020.056725694,3942452.2177826,,>=1m and <5m,Needs a Location Name,Accepted,-83.781261119,35.5937503800001
40,267233,-6.00306082274454,-0.0571825866257347,63.5582199343901,106.721214694588,05° 48' 45.79"""" W,35.5937506650001,-83.718749458,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,6ae864af-c827-4f78-95fa-7f24700bb6a4,Blount,THUNDERHEAD MOUNTAIN,Laurel Creek Road,,Tennessee,Bote Mountain Trail,253684.959297244,3942293.87371136,,>=1m and <5m,Needs a Location Name,Accepted,-83.718749458,35.5937506650001
41,267235,-6.04544380860605,-0.0568727144489234,63.5517636870564,107.474690940637,05° 51' 23.30"""" W,35.5937506230001,-83.6562494839999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,82f79eb6-7b07-4c28-beb3-7686ea347e47,Sevier,THUNDERHEAD MOUNTAIN,Upper Tremont Road,,Tennessee,Greenbrier Ridge Trail,259348.706574119,3942139.13006569,,>=1m and <5m,Needs a Location Name,Accepted,-83.6562494839999,35.5937506230001
42,304693,-6.08778349341645,-0.0565618345625132,63.5452493465923,108.227397389259,05° 54' 00.66"""" W,35.593750636,-83.5937494629999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,88deb6c1-7131-4b50-b277-36a2d1835878,Sevier,SILERS BALD,Elkmont Cemetery Road,,Tennessee,Miry Ridge Trail,265012.365284027,3941987.99861741,,>=1m and <5m,Needs a Location Name,Accepted,-83.5937494629999,35.593750636
43,304695,-6.13007928978814,-0.0562499496809914,63.5386769000935,108.979323597996,05° 56' 37.87"""" W,35.593750646,-83.531249442,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,332948a3-2b97-48ce-b069-6577c496e885,Sevier,SILERS BALD,Clingmans Dome Access Road,,Tennessee,Goshen Prong Trail,270675.933170395,3941840.47251054,,>=1m and <5m,Needs a Location Name,Accepted,-83.531249442,35.593750646
44,288137,-6.17233062940178,-0.0559370621587254,63.5320463872072,109.730459463379,05° 59' 14.94"""" W,35.5937506590001,-83.468749454,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,510cff3c-854c-4174-8957-eec7c0dac55c,Sevier,CLINGMANS DOME,Clingmans Dome Access Road,,Tennessee,Sugarland Mountain Trail,276339.409440698,3941696.55195992,,>=1m and <5m,Needs a Location Name,Accepted,-83.468749454,35.5937506590001
45,288139,-6.21453698333114,-0.0556231742667812,63.5253578077029,110.480795582264,06° 01' 51.86"""" W,35.5937506400001,-83.406249467,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,a57610fe-bc1f-4024-9ac3-63fe6590d549,Swain,CLINGMANS DOME,Newfound Gap Road South,,North Carolina,Beech Flats Quiet Walkway,282002.799080089,3941556.23249303,,>=1m and <5m,Needs a Location Name,Accepted,-83.406249467,35.5937506400001
46,255657,-6.25669782112651,-0.0553082879443929,63.518611240653,111.230322524423,06° 04' 28.63"""" W,35.593750646,-83.343749471,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,d4a55ac2-ddec-4caf-a8b3-f73901a74030,Swain,SMOKEMONT,Newfound Gap Road South,,North Carolina,Bradley Fork Trail,287666.105333658,3941419.51991154,,>=1m and <5m,Needs a Location Name,Accepted,-83.343749471,35.593750646
47,255659,-6.29881258055681,-0.0549924057489859,63.5118067008214,111.979030294623,06° 07' 05.24"""" W,35.5937506510001,-83.281249488,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,b64dec86-000e-4b5f-a1c4-0fb290213fee,Swain,SMOKEMONT,Cemetery Sf01 Access,,North Carolina,Chasteen Creek Trail,293329.328317862,3941286.41089151,,>=1m and <5m,Needs a Location Name,Accepted,-83.281249488,35.5937506510001
48,128693,-6.34088074915845,-0.0546755298546504,63.5049442061718,112.726909782389,06° 09' 41.70"""" W,35.593750641,-83.21874947,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,2f2dd74b-ec90-4a51-85e5-fa89b669e87b,Swain,BUNCHES BALD,Straight Fork Road,,North Carolina,Hyatt Ridge Trail,298992.47452983,3941156.9033051,,>=1m and <5m,Needs a Location Name,Accepted,-83.21874947,35.593750641
49,128695,-6.38290174108212,-0.0543576629150242,63.4980238106366,113.47395057261,06° 12' 18.00"""" W,35.5937506290001,-83.156249485,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,acd93aea-e386-4ab8-a6f3-c1d2a9820473,Haywood,BUNCHES BALD,Heintooga Ridge Road,,North Carolina,Rough Fork Trail,304655.540025992,3941030.99827401,,>=1m and <5m,Needs a Location Name,Accepted,-83.156249485,35.5937506290001
50,149093,-6.42487504401626,-0.0540388070142019,63.4910455682908,114.220143557512,06° 14' 54.14"""" W,35.593750641,-83.093749496,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,c206a680-a60e-49f4-bbd7-e82cbf1775ed,Haywood,DELLWOOD,The Purchase Road ,,North Carolina,McKee Branch Trail,310318.530404388,3940908.69815668,,>=1m and <5m,Needs a Location Name,Accepted,-83.093749496,35.593750641
51,149095,-6.4668001188306,-0.0537189647105878,63.4840094910266,114.965479152547,06° 17' 30.12"""" W,35.593750647,-83.031249496,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,9c7cb6df-32c5-45d7-9df0-6d43d49ad391,Haywood,DELLWOOD,The Purchase Road ,,North Carolina,Cataloochee Divide Trail,315981.448409609,3940789.99917684,,>=1m and <5m,Needs a Location Name,Accepted,-83.031249496,35.593750647
